BUTTON_PRESSED[1]	BUTTON_PRESS_TIME[1]	DISPLAY_ON_TIME[1]	RESPONSE_TIME[1]	RESPONSE_ACCURACY[1]	visual	pic_category	correct	sentence	sentence_type	block	button_expected
4	813286.00	812680.88	605	correct	fig2_rev_7d8_42px.png	4	1	"A jest niższe niż B."	2	1	4
2	818555.00	817547.26	1007	correct	fig2_rev_5d6_28px.png	2	0	"A jest wyższe niż B."	1	1	2
2	824079.00	823013.60	1065	correct	fig2_rev_9d10_28px.png	2	0	"A jest wyższe niż B."	1	1	2
4	865161.00	863027.98	2133	correct	fig2_rev_5d6_28px.png	2	1	"A < B"	2	3	4
2	871684.00	870594.18	1089	correct	fig2_3d4_28px.png	1	0	"A < B"	2	3	2
2	877404.00	876243.87	1160	correct	fig2_rev_1d2_28px.png	2	0	"A > B"	1	3	2
4	883151.00	881976.86	1174	correct	fig2_rev_1d2_28px.png	2	1	"A < B"	2	3	4
4	888838.00	887909.87	928	correct	fig2_rev_9d10_28px.png	2	1	"A < B"	2	3	4
2	893995.00	892909.57	1085	correct	fig2_7d8_28px.png	1	0	"A < B"	2	3	2
2	899497.00	898292.59	1204	correct	fig2_9d10_42px.png	3	0	"A < B"	2	3	2
4	904684.00	903825.58	858	correct	fig2_rev_3d4_42px.png	4	1	"A < B"	2	3	4
2	912100.00	911158.50	941	correct	fig2_rev_5d6_28px.png	2	0	"A > B"	1	3	2
2	917634.00	916691.52	942	correct	fig2_1d2_42px.png	3	0	"A < B"	2	3	2
4	922777.00	921907.88	869	correct	fig2_7d8_28px.png	1	1	"A > B"	1	3	4
2	929176.00	927540.90	1635	correct	fig2_5d6_42px.png	3	0	"A < B"	2	3	2
4	934895.00	934107.19	787	correct	fig2_9d10_42px.png	3	1	"A > B"	1	3	4
4	939782.00	939173.55	608	correct	fig2_1d2_42px.png	3	1	"A > B"	1	3	4
2	945375.00	944473.24	901	correct	fig2_rev_7d8_42px.png	4	0	"A > B"	1	3	2
4	950737.00	949539.62	1197	correct	fig2_rev_7d8_42px.png	4	1	"A < B"	2	3	4
2	957681.00	955322.62	2358	correct	fig2_rev_9d10_28px.png	2	0	"A > B"	1	3	2
4	964155.00	963488.81	666	correct	fig2_3d4_28px.png	1	1	"A > B"	1	3	4
4	969081.00	968488.51	592	correct	fig2_5d6_42px.png	3	1	"A > B"	1	3	4
2	974362.00	973488.24	873	correct	fig2_rev_3d4_42px.png	4	0	"A > B"	1	3	2
